,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
RNA__MRPL55,-0.2953101758387759,-0.2646324477065582,-0.08976983054634824,-0.7156392609445302,-0.008043170729003901,-0.029482617509528204,-0.5075408391065152,0.008316569958109372,-0.5910585594236846,-0.0010443432512660218
RNA__MRPL57,-0.03727580787251031,-0.14655647779369696,-0.12579861563062483,-0.4074668906648231,-0.3057461043511741,-0.4961958976658938,-0.629234970895521,0.24648195671343293,0.4058581285476856,-0.0007052187024758494
RNA__MRPL58,-0.3599303463440022,-0.040361795084141096,0.1724979137677665,-0.21573351655365952,0.0002095208529570969,0.008247512595150167,-0.9514943179940886,-0.02349582848197449,0.0007505421399005654,0.0018498333704892339
RNA__MRPL9,-0.43874855534916585,0.1241650062431099,-0.022390032794328326,-0.1448803473415638,0.08331694604854901,0.07729173279178415,-0.454476490229581,0.07056470746995959,0.008766608398247229,0.005443256820646053
RNA__MRPS11,0.11320182345002848,-0.07919440314514696,0.32996198912014524,-0.4544764778106473,0.08158331750792425,-0.5202882652038565,-0.7305420656251814,0.03831370121520858,-0.39981158132990957,0.0011090119505609967
RNA__MRPS12,-0.30539181483871075,-0.08147310836958137,0.27623396021385177,-0.4039179410274304,0.01010085883252387,-0.07772527862965856,-0.7959530549900456,-0.2944006297325969,-0.29893175976884523,-1.7402940855269535e-05
RNA__MRPS15,-0.31941737663959024,-0.06449159309177462,0.13804618469892307,-0.486167941274435,0.16653143193318648,-0.07684174536317172,-0.6424308613956334,0.00317604323664775,0.1617648305386724,0.0019692695501775733
RNA__MRPS18A,-0.31460065212801824,-0.0572988248258647,-0.005007950548774298,-0.39102970017176075,0.09075721387970974,-0.21939762898038875,-0.5056395369815792,-0.010686613746894667,-0.20690177434694926,-0.003893035318749705
RNA__MRPS18AP1,0.08896140341804412,0.21201821616566943,-0.17819643701332538,-0.3365082012667925,-0.04801232882618905,-0.0341943777985355,0.3263486551711595,-0.48938141242289285,-0.06686798397125822,-0.006360056844229316
RNA__MRPS18C,0.33299272782775735,0.30430333955645006,0.23316989508476788,-0.018939783178141763,-0.08541838025687266,-0.19943633363850993,-1.0218843438860172,0.560361525837007,0.029719443805186718,-0.010080208987950652
RNA__MRPS2,-0.06012671081575186,-0.16459363972792282,0.25160066482806365,-0.4699566856585366,0.04374990104924801,0.007568924337755584,-0.4132138010148487,0.07012375485181972,0.09594640288325851,-0.0022831969812078965
RNA__MRPS22,-0.14956921843972348,0.4658992081166918,0.15005625177762816,0.01680168902827939,0.16587126542658967,-0.24204773152719872,-0.547916001460412,0.14013937618896394,0.19712369584187428,-0.005003006964985621
RNA__MRPS24,-0.21212524250041648,0.01621978309648391,0.08096943356044602,-0.32720432550777906,0.14015276146152233,-0.02478927536950293,-0.6081830144346159,0.4632310916459083,0.3619687545041594,-0.0030553345165734375
RNA__MRPS25,-0.1350538662775824,0.24739896733493974,-0.2356074261831382,-0.6080692700151785,-0.006746543354260966,-0.21027432037749857,0.24250989837598655,-0.38975072622681145,-0.3790104054065842,0.0008983220194767284
RNA__MRPS26,-0.10658064569581131,-0.056180490743701406,0.16149333324973333,-0.9622302931785529,0.13743012058042886,-0.5418016653279842,-0.12839148687176238,0.2697296356084565,-0.10147967796751238,0.006610853396727995
RNA__MRPS27,-0.16515577314685237,0.3343646946355735,-0.06834886703454983,-0.3606804635059198,-0.22834235762541252,0.018188186300096283,0.03419503083960653,-0.30764815627295516,-0.17398772774395854,-0.0011245432951965412
RNA__MRPS28,-0.2235958168084151,0.3614140227594368,-0.18602030980910925,-0.06304436396033147,-0.0521851427430684,-0.09748724096572334,-0.7313928087107266,-0.0022958151329850614,0.028797974715384443,0.0009482534885133025
RNA__MRPS30,-0.31071895669838107,0.3275647804410685,-0.03566211674193911,0.28665867218916996,0.11013102648721344,0.0019907977492352198,-0.22156821434313675,-0.4865217367876201,0.16009356940091157,-0.005392151732008316
RNA__MRPS31,-0.05869673777414246,0.36587772384955924,-0.12090337384099005,-0.1965317773855347,-0.04579129333450677,-0.17777939547089672,-0.3600745472034366,-0.470689752242277,-0.7193824087859246,-0.0007484996691437145
RNA__MRPS33,-0.240628106173025,0.13377062624425815,-0.04012514862295216,-0.027149253070108577,-0.2912783247897873,-0.10122790033597123,-1.0954619352356616,-0.09789706375132216,0.20283708234420114,-0.0015441486985015964
RNA__MRPS35,-0.1599824575919782,0.25500523458210084,0.0014776498365414042,0.35579526659484206,-0.09073647333533584,-0.07676782548713916,-0.8448755261775308,-0.6710369899046347,0.15652212970261675,-0.003965824172267497
RNA__MRPS36,0.09654610892875011,0.20352900507967095,-0.3539140727729475,-0.34572614838178467,-0.35769550798487837,-0.10381538784713464,-1.0771093932412277,-0.0856020465010397,-0.09034590655345198,-0.002424792254015553
RNA__MRPS5,-0.18156492558230453,0.372830485307634,-0.016594258037824213,-0.5805067339206258,-0.1097859590784043,-0.10968100225859932,-0.6655194415856417,-0.42377712413214197,-0.5566330297390875,-0.004253245839166069
RNA__MRPS9,-0.15943762998554062,0.1486778174639868,0.06612204846224456,-0.5297596740810272,-0.16211042866554598,-0.15059040189942965,-0.5945117990737812,0.03968564313898674,0.23278923305233884,-0.0035666608296766786
RNA__MRRF,-0.006856310999771694,0.46270942099756374,0.25149137101032404,-0.4835258318200442,-0.07330610193660572,-0.5717346571251781,-0.06848076059715696,-0.22427449764019708,-0.24448501261649755,-0.0038915523666962675
RNA__MRS2,-0.26199724143183223,0.47031515148202935,-0.004787477931638983,-0.04408206781783999,0.02401745925823067,-0.10418171543531982,-0.18312967439915254,0.2620530544031132,0.1606899653721826,-0.0035197227703493033
RNA__MRTFA,0.07638588870897582,0.2762147400984489,0.062423510577242644,-0.2706191373969814,-0.22923325383900842,0.33651633616495025,0.28020495813399904,-0.6644920357015303,0.5560438844732188,0.012986599434059993
RNA__MRTFB,-0.06866949299588535,0.3660194722247373,-0.21021506937501291,-0.03828941652825779,0.08862156456567383,0.23731694140892826,0.32235113498749157,0.18071264065248288,-0.23234129294606098,0.002628254869826997
RNA__MRTO4,-0.1557735067062573,-0.1957557788278242,0.439956471772802,-0.2796924956022,0.13033278750374794,0.40168963923500633,-0.8202670349547021,0.6463111615943459,0.15815140656962368,-0.00919132005066072
RNA__MS4A1,-0.11333824420401321,0.35823561986796837,0.002047904691962532,-0.2818825548593097,-0.21123587812443073,-0.19294409551429093,-0.41894185367397374,-1.0692376354903061,-0.27109269842129424,-0.0008077415823093111
RNA__MS4A15,0.38509358871921656,0.05430183504795612,-0.32720627804964875,-0.3268911044243268,-0.04701735702739782,0.42619133596591535,0.07773447376490789,-0.006198255882154975,0.5748011428146406,-6.171915937870119e-05
RNA__MS4A2,0.18953276122082344,0.3224940888825538,-0.2076512402889226,-0.0341386685509715,-0.1828240002818147,0.21156623722595538,0.10026874521898778,-0.4067615351417178,-0.39230438231210263,-0.0019128414840522833
RNA__MS4A4A,-0.05702983374557049,0.330151377414985,0.2801002636066108,0.4271290777097386,0.04847000367869423,0.3319986874919715,-0.08291431963822929,-1.121180837058467,0.453714062143702,-0.0008367895584971833
RNA__MS4A6E,0.169517258074791,0.2672760449994587,0.09107740451048407,0.5319305866165714,-0.18408141328690478,0.38738483861631545,0.19617225400034477,-0.6834799026084237,0.3156675914440004,0.001543227099091563
RNA__MS4A8,0.15592606026779418,-0.12407894430872467,-0.1122945393863127,-0.4808895122416902,-0.30258043171986654,0.30044653315973163,0.012235645707890725,-0.058670909651172005,0.6769646706557683,-0.005868401576510353
RNA__MSANTD2,-0.10294099210442835,0.4246943087638165,-0.2691257641175911,-0.4084273201175981,0.13107286291180859,-0.0013974238570364607,-0.0804450303719353,0.3198602867955583,-0.5777910120146726,0.0012510141078143917
RNA__MSANTD3,-0.09087562438676416,0.2725682288784795,0.5561427452223183,0.27580946781868637,-0.2985275151921328,0.17456378978150758,-0.4091831191749594,0.5520479282244054,-0.0521232293214092,-0.0010098199497461486
RNA__MSC,-0.20276069130921745,0.08102559819038925,0.47106256079773573,-0.06071374122739032,-0.04547888732496696,0.1708359576778867,0.3752299649146082,-0.0333481090479442,-0.5273817128235394,0.005778352970163675
RNA__MSC-AS1,-0.07042996590724737,0.1949948842091429,0.20258356532031108,0.15213152863812368,-0.08187047489483192,0.14970788802802262,0.3550737218835228,-0.011359998638573142,-0.48712177478564755,0.004953653511186106
RNA__MSH2,-0.2860358509135053,0.4439089696056392,0.15335686920309916,0.05465946007376742,0.09725905655987306,0.10204486493417925,-0.5372350256097008,0.2652983846309537,-0.05491325885004279,-0.01574055380003476
RNA__MSH5,-0.2034666469823811,0.25973529045550564,-0.04340797785846684,-0.8096350764450068,0.12602651458593336,0.14074451451335418,0.012357859710898988,0.1768210613258941,-0.4399123312483179,0.0023256296330538017
RNA__MSH6,-0.25192482182151493,0.28859640393033986,0.17575079668614457,-0.03225714274517183,0.018941674535138668,0.04848815384952273,-0.7116151002499097,0.5809048607993521,-0.3586393344504563,-0.003709656633090602
RNA__MSI1,-0.011711309244168579,-0.006535686850564083,0.13329987269059185,-0.4600041822229015,0.024051251207226853,-0.04629532913682901,0.23757824702835392,0.7950494827864585,-0.37186639966736135,-0.001285551015597115
RNA__MSI2,-0.3031412273102281,0.37643834044453356,-0.22883238661670438,-0.03157125622178794,0.0003024000580945842,0.02501095531179216,0.11341600717614315,0.03449356258588204,-0.20697450740536852,-0.004617684968822583
RNA__MSL2,-0.10168156418743306,0.559934958697574,0.035521820003191255,-0.2039015046704649,0.21467054203953376,0.01859528862113247,-0.024525241175149336,-0.19459074513297528,-0.22123071718982568,-0.012998421930114882
RNA__MSL3,-0.12406165313289953,0.4918446066894475,0.055917625552565,-0.028713032658650144,0.22585046573505418,0.004936056841743813,0.053408829069436815,-0.5338707068184503,-0.0997624279182837,-0.0022991063304455502
RNA__MSL3P1,-0.3590163006137311,0.11718230016600915,-0.05120882836936323,-0.0534500695330904,-0.4091768270925933,0.07141834402899506,-0.47939992360331213,-0.27948745220899074,-0.30259781586796786,-0.007847595060414698
RNA__MSMB,-0.0358474729465935,-0.08073052224970727,0.13829687307647914,-0.20360810646411434,-0.3278237007259046,0.016642893915183414,-0.2028128103079706,-0.0056676046740981225,0.008458009778669891,-0.0011319021791138843
RNA__MSMO1,0.1637244233000499,0.16930264460406594,-0.26300049991985686,-0.037336963399882635,0.03336868101313821,-0.0920950543643771,-0.46927623513117755,0.1967231027011487,0.8963444450675043,-0.0026582059001424084
RNA__MSMP,0.17010916073959734,-0.03915443867746977,0.10838803310248757,-0.1965661270586695,0.05167505476294073,0.21422081147773128,-0.25838656331636795,0.38492900488205184,-0.10525225226979903,0.00518213018190809
RNA__MSN,0.044662202043310846,0.4051285886463463,-0.12623357780022065,0.49434559630808445,0.056850334456858304,0.37924246213003515,-0.01420967756086127,-0.5750466132000825,1.188127998137323,-2.4181260865787198e-05
RNA__MSRB1,-0.059801363537161985,-0.14631573674867132,0.26199790832032277,-0.05544810375811033,-0.1802418224979358,-0.5572707665967721,-0.4042711656288647,-0.2258477877522668,0.1041272482028832,-0.004349363934162588
RNA__MSRB2,0.3207493962347607,-0.2897740444775708,0.18043580744101712,-0.19841554336869102,-0.17940551383682252,-0.15549769879567304,-0.02893084416501301,-0.03194948687671623,0.5482947865865371,0.00046890724859520856
RNA__MSRB3,0.12902722835851976,0.059520698091463944,0.13939737575350644,-0.13977979160399948,-0.10795786248262788,0.12940442917232697,0.2986366081801159,-0.04337055219732557,0.23580279582641994,0.008419545024851855
RNA__MST1,-0.09968987099801589,0.08242344056271644,0.0011612141558943409,-0.877793568377769,0.04973095126884842,-0.5130651169239274,0.896615861049902,0.05627248305562903,-0.8322680740360051,-0.00022029458997794592
RNA__MSTO1,-0.36931070038778874,0.2854472996327348,0.13931741836408304,-0.5237945680063899,0.04079234783344327,-0.00563201373461825,0.052653169159244194,0.24132077467444135,-0.18868687833462772,0.0022530591273298354
RNA__MSX1,0.29682208483665606,-0.07374391602391062,0.4931336464926479,-0.0687030839129197,-0.10399449800343821,-0.05012597265729973,0.9162194752437048,0.6219902702597854,0.2939650302340014,0.00014970260103545013
RNA__MSX2,-0.06019219853433716,0.025037633246985946,0.26087616929018254,0.09938688345015041,-0.12386143080758086,0.4607659459702474,0.07340780734729092,0.21105766396561956,-0.022603821947349615,0.0010469526397992378
RNA__MT-CO1,-0.2935032048063011,0.08662457722191981,-0.07228407246081531,0.28330505849146254,0.029128240411653405,0.1868800478496658,0.6517339971996117,0.8539386255939025,-0.4871337267164553,0.0008552299133428132
RNA__MT-ND1,-0.15211146940166553,-0.031463358486177935,-0.15647761156407297,0.4636900175914801,-0.03193200674410251,0.10196701904744473,1.1252251580995054,0.7517772475340372,-0.4579835568743328,0.001388828067924127
RNA__MT-ND2,-0.22817078927504922,-0.007946828203834605,-0.02136315063089529,0.612029592723023,0.00974744597078104,-0.08423343199161802,0.6911458238332165,0.5896359611023275,-0.5426168016549099,-0.0012713943445613564
RNA__MT-ND3,0.41094677373037425,-0.07261680128719092,0.01457847074157424,0.19177702421239604,0.07609387912773444,-0.03443870409132314,0.11757781176175766,0.6860131845770655,-0.2463995988514158,0.0028031036144605353
RNA__MT-RNR1,-0.0035643421325456683,-0.1228134878842595,-0.13998843407392628,0.05005501432433626,0.2761083238766378,0.010144263469626796,0.18162367862813927,1.2481117623544375,-0.5177174124945352,0.0040527527500591
RNA__MT-RNR2,-0.09109267507263076,0.006901935764431792,-0.34764214463436144,0.4130527371218252,0.16037901127104973,0.07159629546986841,0.43761374794668356,0.9741578473066986,-0.42399276749585463,0.004016943911974768
RNA__MT-TA,0.26070247290988985,-0.13752242108019092,-0.22141685906088004,-0.16334384232674082,-0.053858698882420744,0.11381447769485227,0.27500933785361076,0.1293181349218359,-0.4002666429306526,0.0009045548352132587
RNA__MT-TD,-0.1281260137613391,0.1277140795145931,-0.41673087943932147,0.3226083562858651,-0.057263053516554856,-0.057312681277871966,0.6673021150805953,0.2721091062304903,-0.17292810931808886,0.0020957742387514196
RNA__MT-TE,0.04429527225966466,0.14668037874133796,-0.3077579551324507,-0.0705039458911111,-0.02194593063187228,-0.09623143699735141,0.49681614281521463,1.3079715165508206,-0.06250030718786004,-0.0040860900480211215
RNA__MT-TF,0.06936980401834705,0.031007188450703663,-0.369573566505347,0.2675945330211961,0.1131660594437849,-0.03138378760710478,0.7638347051553109,0.3473961917194086,-0.16599739657763474,0.004270635990209279
RNA__MT-TG,0.20302116587419708,0.024166083776431042,-0.10229425065812107,-0.18854724617483745,0.05434306122934462,-0.268400810843887,0.12130887056157953,0.3836061567538085,-0.45619605106432354,-0.00245512229872422
RNA__MT-TI,0.32696952365420906,-0.032989413824233364,-0.17381662657241662,-0.016447523053116253,0.13002337672469247,0.003938836545165141,0.038186112267848515,0.51358594720158,-0.27315431569278636,-0.0005796540260026441
RNA__MT-TK,0.0001406330341373769,-0.09777658184518787,-0.11595422375919466,0.3172978627699773,0.08468015716602101,0.04581863308546713,0.5106150576609305,0.3807042458243167,-0.14490054787807252,-0.0038915880878941642
RNA__MT-TL1,-0.27933359453761114,0.15937246111314102,-0.29907038789842544,0.5234067135415169,-0.032570648038499767,0.06637024749247522,1.0157876376367017,0.07428979148420314,-0.1494875816677257,-0.0014647086039839782
RNA__MT-TM,-0.34613368884910745,0.1639297465880417,-0.17730401289462033,0.4531419337583883,0.04051560851399281,-0.024887702011828668,0.669350425768439,-0.1300461167733622,-0.23473524828799716,-0.0013764154343324521
RNA__MT-TR,-0.19524840418256786,-0.07164651385691037,-0.00043371712456925305,0.3021426909742661,0.05616453084654434,0.01004851128731728,0.7812702892105584,0.36160440649595055,-0.34455590723199553,-0.005050968260838408
RNA__MT-TV,-0.3214134639131641,0.14161314544338321,-0.15325366477054883,0.37765697007707355,0.01366625928529955,0.010596115528650729,0.5122297023623148,0.10307011725419002,0.009793475442983406,0.0040412862081197
RNA__MT-TW,0.27312360917124295,0.016680517374502424,-0.2220585748530346,0.14458304419894288,0.060014272705637646,0.001775626791209538,-0.0930525189378382,0.16191587945166772,-0.37399536222324375,0.001745372327656082
RNA__MT1DP,-0.0056670337926961935,-0.1536289601311417,-0.002411872479509486,-0.008171430686930608,0.0851826414891763,0.14522694318818713,-0.13489270273640708,0.10067717258088553,-0.2573421026688379,-0.0022653499107130972
RNA__MT1F,-0.06396992862857001,-0.05670025930870852,-0.023821621615139767,-0.14023535699799355,-0.0654252820929816,0.6516710803306746,-0.6484557872278885,-0.28755599025783835,0.2267933302739681,-0.0014561617099557052
RNA__MT1H,-0.04835088104922818,-0.016965076520006533,0.5692748406307527,-0.0034755620736657785,0.11490239050922607,-0.08829662086038528,-0.15119054901399998,-0.5681799106901357,0.09545280265779268,-0.002160603684238675
RNA__MT1L,0.3087920292126186,-0.09218262743348311,0.23244623559834815,-0.05434582086326075,0.15113274595312193,0.5969011081000264,-0.2314568802738862,0.10196535610505733,0.3510514506756052,0.00025704516875738975
RNA__MT1X,0.2519363841485521,-0.03471680495542314,0.3390521832274718,0.0513622131526936,-0.07571229823060761,0.37391143839648416,-0.01330882930596876,0.11478444842673635,0.5766254257889736,0.0001639085383003193
RNA__MT1XP1,0.27504178261409323,-0.07558831728889372,-0.05725566127793236,-0.11442492196327463,0.04107622014077606,0.009503691556929468,-0.046222191463765265,0.6082908172716209,-0.037421370221492466,0.0002498448327333625
RNA__MT2A,0.3200374602737873,-0.022308579727950896,0.3756784399511553,-0.026250285173242658,-0.06795279346066811,0.3963485129786359,0.033795271711550424,0.004579057196324251,0.5443135161585572,0.0005567861658885481
RNA__MTA2,-0.1510149727496012,0.3943208545488686,0.6232988474419905,-0.3771184419736386,0.05933482696840395,-0.014340266258451027,0.0924580756446213,-0.0056414991499052864,0.19004976803757628,0.0012009310705500661
RNA__MTA3,-0.25215897420039685,0.1946573437575134,0.001193786783112879,-0.1664311529033694,-0.304235282740679,0.2418919212943205,-0.0643134679081016,0.1656621491014376,-0.6457784006757793,0.0003529760013877834
RNA__MTAP,-0.04325132471872415,0.3085557579516992,0.26293589620706326,0.04028660573491877,-0.10044742436652211,0.008650877695555797,-0.5142360451308232,0.18699595319707277,-0.6255155449586036,-0.003631412196465532
RNA__MTBP,-0.29791139586215015,0.3852099196023499,0.3583423143635635,0.13582609985860036,0.1624827948382646,0.07640170839017259,-0.30313916326367674,-0.012448805636542945,-0.29741904240974837,-0.009359582614736418
RNA__MTCL1,-0.07318088496098368,0.19824173136981324,-0.05912679192802816,0.3668541410719585,-0.02233268696495785,-0.5778175144256189,0.4438543007093231,0.041631890692746615,-0.3766574091754189,0.0015827799247213207
RNA__MTCO1P40,0.1470150398618551,-0.12539349895971247,0.09496067848473073,-0.030844335203622175,-0.0041364885367831585,0.09345560542672371,-0.11876745113212242,0.6385416161219303,-0.5337826628787685,-0.007180518810155919
RNA__MTCO2P2,-0.13363299659222677,-0.06712168867036604,-0.06308704286761847,0.41473524392351585,0.10069348838930658,0.05657240036595414,-0.05367528514708178,0.16648737628738328,-0.7317411217932431,0.0020386777835830114
RNA__MTCP1,-0.2500672454568676,0.047193431501908446,0.023568566952042992,-0.35282854212374715,-0.1880085826869375,-0.2140652391750679,-0.8384939463218362,0.8327658571276463,0.08623201518136575,0.00173754883855737
RNA__MTDH,-0.19164031311136756,0.4282446188557961,-0.032418350116780036,0.25079315856811774,-0.11941676658333147,-0.009301645451527916,-0.007545992325478889,-0.16345045125916194,0.10061356652139264,0.003496683771349528
RNA__MTERF1,-0.199316499682927,0.3773890429855707,0.11514698210586176,0.1820629847996027,0.0013957113798868663,-0.20556035657368862,-0.44917147885974074,0.008289824215057329,-0.21333960345691,0.0064773418791545245
RNA__MTERF2,0.159452549359454,0.3453605171192648,-0.2531193488597745,-0.5381750999762301,0.12763226802966235,-0.2047421447031371,-0.06828906219432224,0.24964428173660136,-0.5912686066644677,-0.00023472228011246364
RNA__MTERF3,-0.32292981421643063,0.3305326660983542,0.13360033264939888,-0.2985350125582537,-0.06685985290512057,-0.039290661072819213,-0.23224897801146285,-0.15241171890538957,-0.1430552487686496,-0.008184918560265696
RNA__MTERF4,0.059752246826644505,0.42728996911712963,-0.21102431710299713,-0.7526886096892944,0.15471806227636076,-0.03853770952169506,-0.04839041787349866,0.20045382168265802,-0.3097985931425162,-0.007203186972567877
RNA__MTF1,-0.07139808551307597,0.5428653087374867,-0.04305358408160701,0.033468320159195084,0.33270828181235995,-3.412393572523408e-05,0.21809511223246594,-0.039059307608626734,0.6614231687364621,-0.0018045860928782196
RNA__MTF2,-0.12179686808161698,0.4853209870871613,0.20536046952610898,-0.02458070049661978,0.2670066990027361,0.09833207944676897,-0.20544254266919054,-0.14636266440228737,-0.5689634255994362,-4.817352014998832e-05
RNA__MTFMT,-0.04048797995892992,0.5418802920800082,0.009554458756990306,-0.2026698698055216,-0.2203023880785506,-0.1302465961325075,0.08317618730982732,0.06431127771191414,0.4360679442337938,-0.0007772014591527593
RNA__MTFR1,-0.2757548366467669,0.3713078541283592,-0.05681456931598449,0.1234104541779812,-0.2069384946131547,0.22385665995950055,-0.10515402561065056,-0.0984748687494551,-0.19190002490902333,0.0028411080875420194
RNA__MTFR2,-0.3124450603391147,0.20567667476266005,0.43993427389155054,-0.008687302493406582,0.12419548508796527,0.05293005221172269,-0.4982947567754921,0.028306122220786923,0.12701809765031497,-0.003579930122375395
RNA__MTG2,-0.18475143349964965,-0.03100135724515518,0.07983713567638162,-0.7355874152703861,-0.002929142291562604,0.01648470376149366,0.21254770449618365,0.04478371748565026,-0.3709710888958399,-0.004281035116375439
RNA__MTHFD1,-0.3600461490196661,0.27168277043095074,0.333331135230494,0.0023400996106477086,0.4392340559160224,-0.02666417757635835,-0.33829209293163404,0.4544123548644603,0.31388293372792564,0.004033993559449951
RNA__MTHFD1L,-0.32395491628162376,0.1710394954306904,0.41686052746100355,0.12494129518374643,0.032490605771261526,0.025382888081675752,-0.37107676725013344,-0.22690744163047066,-0.2328794204847679,0.0011557308143785527
RNA__MTHFD2,-0.3269462984808771,0.32289474536261936,0.33357189783672153,0.39177483648123085,-0.10875388974167036,-0.04565253474935373,-0.14883986664444251,-0.39365466085863465,0.08429144467350254,0.0026874217583763857
RNA__MTHFD2L,-0.07537985804900639,0.36265811768594114,0.0479949247086731,-0.13192068448884536,-0.2681711716989317,-0.0364525130086634,-0.7384889914894658,0.2039857345641577,-0.0541232982183947,0.0042146295118376115
RNA__MTHFS,-0.07330578551803969,0.34106446495354986,0.15270144248071985,-0.3155474632518906,-0.017613337580051226,-0.3678384516590928,-0.5830161685476416,-0.18515656686093956,0.519501946911514,-0.002139683852874312
RNA__MTHFSD,-0.2661542415525455,0.1895755230331746,-0.20810279744477905,-0.5523698388271981,0.07831674397491416,-0.15738262460074798,0.09175668376686626,-0.04671125266059423,-0.38646758602519465,0.003591199254716251
RNA__MTIF3,-0.021629058427501475,0.052173826006810066,0.180196812876281,-0.49658658444053944,-0.052534090653610935,-0.9056948973271896,-0.1486317764035921,-0.12426530593435497,-0.5610954533523084,0.0015608944177970673
RNA__MTLN,0.30088770855767794,-0.26199443854202803,0.20738924726462404,-0.05750023286741179,0.012395493267759823,-0.09927311468683071,-0.4601033846218113,0.26370396969119436,0.13663571434146476,-0.015256514590921576
RNA__MTM1,-0.040957974908861244,0.4158666840140316,-0.26561965528237913,0.160848027383546,0.03395883847726747,0.0016674102427384654,-0.17446863655859532,-0.1598142198541458,0.3437396780014615,0.003079977048648204
RNA__MTMR1,-0.22873919610699714,0.39407691951196394,-0.001820546145216721,0.11236866992438915,0.08412592958620894,0.012724949813654763,-0.14992948584759952,0.20295887976224672,0.1844438805748891,0.0007078699314822781
RNA__MTMR12,0.004072694360821607,0.4586827077233507,-0.3570657398933618,-0.002916065685469703,-0.009560269547080207,-0.007559095682677222,-0.13838479261685477,0.47186076620065553,0.2803418217757954,0.0008625987352619577
RNA__MTMR14,0.3368151209299264,0.018286473460168356,0.31589474161343006,-0.5614121712848492,0.0037588021976364266,0.03758403279106145,-0.2341415984471849,-0.7878524196767311,0.6486821496343308,0.0031742316942597482
RNA__MTMR2,-0.10838266734001939,0.4922408834652204,0.28065401919972854,0.5566147954492273,-0.13421379132706918,0.013298149019130807,0.11374017681185346,0.2444965599582548,0.21751718654612873,-0.00325780649745777
RNA__MTMR3,-0.02922493313228165,0.5133982361607695,-0.03905869311435162,-0.06086909710481421,0.15971443288873502,0.06011333977626866,0.2519775192785418,0.05835175527695998,0.6141478876180768,0.0046891213571645185
RNA__MTMR6,-0.026744281914320298,0.5943742319771246,-0.03942051529824614,0.49841894564365924,-0.15006659333739877,-0.036849856841571965,-0.1008583897691185,-0.01405773602979255,0.10492818450601646,0.004023523181418674
RNA__MTMR7,0.057444693604783645,0.36726693501303387,-0.11968453711898647,-0.295000076227721,-0.1253453577435665,0.1344297198117147,-0.11634349575548393,-0.009314679867669484,-0.548864697364129,-0.008547605953021162
RNA__MTMR9,0.034341928615869266,0.4383285240231812,-0.04600105120514839,0.16913592215082868,-0.27155973146787415,-0.052817415025200334,0.11994005210684049,0.17106770993909506,-0.47112711400839485,0.004307811634199064
RNA__MTND1P23,0.15952156440181128,-0.04885724670644408,0.027035185946354408,-0.15495364908266696,0.0006238262809223558,0.0629277015308908,0.11981031910175252,0.5095504674890594,-0.562642465909847,-0.0018195671787504069
RNA__MTND4P12,-0.3408780154280244,0.04788832225787064,-0.11993752970079942,0.16238238763779683,0.0025948037400826043,0.045452756774728535,0.5064318196263948,0.1662702418620353,-0.5905147637454962,0.005959622477889546
RNA__MTO1,-0.09799462057924153,0.39708270446327604,0.005891221465808531,-0.2733052046137632,-0.010704417321965004,0.025942857792700894,-0.18703355702551588,-0.04258532926564738,-0.436760856448751,-0.004662630630501946
RNA__MTOR,-0.2611281569153809,0.5072513447098229,0.05315568612728856,-0.06966124799559323,0.0368916549958059,-0.006066471305199146,0.4008711062986549,-0.003650163681957955,0.020428985837558533,-0.011703079945687169
RNA__MTPAP,-0.22154289039212113,0.4455378769804708,0.19322265499395042,0.08000881655425764,0.09740960622752609,-0.29259441788112045,-0.05410509278107115,-0.005810575067268354,-0.12908410586808577,-0.0014780208336862973
RNA__MTPN,-0.09474871050492471,0.503320207966845,0.049599248885220236,0.6395752163223509,-0.15626231523873507,0.10168529140884154,-0.5708088282118209,-0.38370048977157495,0.06824584466974223,0.010820394195537259
RNA__MTR,-0.13606390987641728,0.5549459472156881,-0.1502803528417126,0.0952288268831218,0.08258994139113555,0.17504888613446593,0.113680011543952,-0.23035328889489853,-0.12299106166893015,0.014353822423233492
RNA__MTREX,-0.174334487120567,0.5490822525112403,-0.10732793873507922,0.14992639410762174,-0.031290288922683,-5.315128778050678e-05,-0.5084260548931495,-0.017604118434019426,0.14299616033683804,-0.0077293499535077215
RNA__MTRNR2L12,-0.26922483525049157,0.14207538226225688,-0.2930590627143894,0.4533478871848668,0.047958904104834055,0.012622250083292381,0.2316407901745861,0.48361486257738046,-0.46391145998456484,0.00498759577381834
RNA__MTRR,-0.14226743313320814,0.4905686745079182,-0.21825558920988627,0.022394580591425354,0.16801865180082018,-0.0261383790482806,-0.1229783526918879,0.08993672769141837,0.4510839215790466,0.0037847879602687473
RNA__MTURN,-0.22617269894998035,0.3532222273679637,-0.2574094040498881,0.14435532557609998,0.0586577598780835,0.04172119299822539,0.052423880081091494,-0.07745433271352599,0.4836698455887621,0.007616364719936023
RNA__MTX2,-0.33873240623867296,0.2824280453852338,-0.14142016687135142,0.00011096338803210107,-0.09398952583770782,-0.22808657255124803,-0.6380762779847927,-0.19119906918920443,-0.09389213734313516,-0.006398779563558337
RNA__MTX3,-0.1350302201979551,0.48788988605534417,-0.275953188695092,-0.17457707320197202,0.026095733621621896,-0.17724999866781282,-0.1128592499358563,-0.01492202351366249,-0.23108093549084738,-0.003041615580096994
